location,timestamp,is_alert,alert_minutes,day_of_week,hour
Kyiv_City,2026-06-04 03:00:00+03:00,0,0.0,Thursday,3
Kyiv_City,2026-06-04 04:00:00+03:00,0,0.0,Thursday,4
Kyiv_City,2026-06-04 05:00:00+03:00,0,0.0,Thursday,5
Kyiv_City,2026-06-04 06:00:00+03:00,0,0.0,Thursday,6
Kyiv_City,2026-06-04 07:00:00+03:00,0,0.0,Thursday,7
Kyiv_City,2026-06-04 08:00:00+03:00,1,5.79725,Thursday,8
Kyiv_City,2026-06-04 09:00:00+03:00,1,15.994983333333332,Thursday,9
Kyiv_City,2026-06-04 10:00:00+03:00,0,0.0,Thursday,10
Kyiv_City,2026-06-04 11:00:00+03:00,0,0.0,Thursday,11
Kyiv_City,2026-06-04 12:00:00+03:00,0,0.0,Thursday,12
Kyiv_City,2026-06-04 13:00:00+03:00,0,0.0,Thursday,13
Kyiv_City,2026-06-04 14:00:00+03:00,0,0.0,Thursday,14
Kyiv_City,2026-06-04 15:00:00+03:00,0,0.0,Thursday,15
Kyiv_City,2026-06-04 16:00:00+03:00,0,0.0,Thursday,16
Kyiv_City,2026-06-04 17:00:00+03:00,0,0.0,Thursday,17
Kyiv_City,2026-06-04 18:00:00+03:00,0,0.0,Thursday,18
Kyiv_City,2026-06-04 19:00:00+03:00,0,0.0,Thursday,19
Kyiv_City,2026-06-04 20:00:00+03:00,0,0.0,Thursday,20
Kyiv_City,2026-06-04 21:00:00+03:00,0,0.0,Thursday,21
Kyiv_City,2026-06-04 22:00:00+03:00,0,0.0,Thursday,22
Kyiv_City,2026-06-04 23:00:00+03:00,0,0.0,Thursday,23
Kyiv_City,2026-06-05 00:00:00+03:00,1,14.633333333333333,Friday,0
Kyiv_City,2026-06-05 01:00:00+03:00,0,0.0,Friday,1
Kyiv_City,2026-06-05 02:00:00+03:00,0,0.0,Friday,2
Kyiv_City,2026-06-05 03:00:00+03:00,0,0.0,Friday,3
Kyiv_City,2026-06-05 04:00:00+03:00,0,0.0,Friday,4
Kyiv_City,2026-06-05 05:00:00+03:00,0,0.0,Friday,5
Kyiv_City,2026-06-05 06:00:00+03:00,0,0.0,Friday,6
Kyiv_City,2026-06-05 07:00:00+03:00,0,0.0,Friday,7
Kyiv_City,2026-06-05 08:00:00+03:00,0,0.0,Friday,8
Kyiv_City,2026-06-05 09:00:00+03:00,0,0.0,Friday,9
Kyiv_City,2026-06-05 10:00:00+03:00,0,0.0,Friday,10
Kyiv_City,2026-06-05 11:00:00+03:00,0,0.0,Friday,11
Kyiv_City,2026-06-05 12:00:00+03:00,0,0.0,Friday,12
Kyiv_City,2026-06-05 13:00:00+03:00,0,0.0,Friday,13
Kyiv_City,2026-06-05 14:00:00+03:00,0,0.0,Friday,14
Kyiv_City,2026-06-05 15:00:00+03:00,0,0.0,Friday,15
Kyiv_City,2026-06-05 16:00:00+03:00,0,0.0,Friday,16
Kyiv_City,2026-06-05 17:00:00+03:00,1,14.066666666666666,Friday,17
Kyiv_City,2026-06-05 18:00:00+03:00,0,0.0,Friday,18
